judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,source_domain,artikel_berita,status,error,is_empty
Putri Sulung Mpok Alpa Bantah Ada Cekcok Perihal Harta Warisan,,https://www.tribunnews.com/seleb/7731954/putri-sulung-mpok-alpa-bantah-ada-cekcok-perihal-harta-warisan,tribunnews,2025-09-22 15:42:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
"Update Ranking BWF setelah China Masters 2025: Fajar/Fikri Melejit, Rehan/Gloria Sejarah Baru",,https://www.tribunnews.com/sport/7731607/update-ranking-bwf-setelah-china-masters-2025-fajarfikri-melejit-rehangloria-sejarah-baru,tribunnews,2025-09-21 20:03:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
Buron Red Notice Kasus Pelecehan Seksual Anak di AS Ternyata Tinggal di Apartemen Mewah Bandung,,https://www.tribunnews.com/regional/7731944/buron-red-notice-kasus-pelecehan-seksual-anak-di-as-ternyata-tinggal-di-apartemen-mewah-bandung,tribunnews,2025-09-22 15:26:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
PAN Jabar Pastikan Surat Terkait Penjaringan Calon Pendamping Desa Hoax,,https://www.tribunnews.com/nasional/7731578/pan-jabar-pastikan-surat-terkait-penjaringan-calon-pendamping-desa-hoax,tribunnews,2025-09-21 17:32:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
"Pelindo Rombak Jajaran Direksi dan Komisaris, Hapus Jabatan Wakil Dirut",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165338/pelindo-rombak-jajaran-direksi-dan-komisaris-hapus-jabatan-wakil-dirut,liputan6,2025-09-22 11:49:39+07:00,www.liputan6.com,"Liputan6.com, Jakarta - PT Pelabuhan Indonesia (Persero) atau Pelindo merombak susunan direksi dan komisaris untuk sejumlah posisi.
Perombakan ini merujuk kepada salinan Keputusan Menteri BUMN dan Direktur Utama Perusahaan Perseroan (Persero) PT Danantara Asset Management Selaku Para Pemegang Saham Perusahaan Perseroan (Persero) PT Pelabuhan Indonesia Nomor: SK-265/MBU/09/2025 dan SK.060/DI-DAM/DO/2025 Tanggal 19 September 2025, tentang Pemberhentian dan Pengangkatan Anggota-anggota Dewan Komisaris Perusahaan Perseroan (Persero) PT Pelabuhan Indonesia.
Pelindo Resmi Kelola Operasional Pelabuhan Bojonegara
Pelindo Resmi Kelola Operasional Pelabuhan Bojonegara
Mengutip keterbukaan informasi, Senin (22/9/2025), terhitung 19 September 2025 masa jabatan atas nama Hambra sebagai Wakil Direktur Utama Pelindo dan Andus Winarno sebagai Dewan Komisaris Pelindo telah berakhir.
Adapun nomenklatur jabatan anggota-anggota direksi perusahaan turut mengalami perubahan. Sehingga posisi Wakil Direktur Utama Pelindo dihapus.
Pelindo pun melakukan pengalihan penugasan untuk beberapa posisi direksi. Semisal Putut Sri Muljanto dari Direktur Pengelola menjadi Direktur Operasi, Drajat Sulistiyo dari Direktur Strategi menjadi Direktur Komersial, dan Boy Robyanto dari Direktur Investasi menjadi Direktur Manajemen Risiko.
Beberapa nama baru pun masuk dalam susunan direksi Pelindo, yakni Bachtiar Soeria Atmadja sebagai Direktur Keuangan, Hosadi Apriza Putra sebagai Direktur Pengembangan Usaha, dan Muhammad Suriawan Wakan sebagai Direktur Teknik. Perseroan turut mengangkat Arief Poyyuono dan Ilhamsyah sebagai komisaris baru.
Berikut susunan terbaru jajaran direksi dan komisaris PT Pelabuhan Indonesia (Persero):
Direksi:
Direktur Utama: Arif Suhartono
Direktur Manajemen Risiko: Boy Robyanto
Direktur Operasi: Putut Sri Muljanto
Direktur Komersial: Drajat Sulistyo
Direktur SDM dan Umum: Dwi Fatan Lilyana
Direktur Keuangan: Bachtiar Soeria Atmadja
Direktur Pengembangan Usaha: Hosadi Apriza Putra
Direktur Teknik:  Muhammad Suriawan Wakan
Komisaris
Komisaris Utama : Agus Suhartono
Wakil Komisaris Utama : Suntana
Komisaris : Arief Poyuono
Komisaris : Elwi Danil
Komisaris: Jodi Mahardi
Komisaris : Rakhman Fuadhy Kurniawan
Komisaris : Maximianus Puguh Djiwanto
Komisaris: Ilhamsyah
Sebelumnya, PT Pelindo Regional 2 Banten secara resmi menerima izin pengoperasian Pelabuhan Bojonegara di Kabupaten Serang, Provinsi Banten, pada 7 Agustus 2025. Penerimaan izin pengoperasian Pelabuhan Bojonegara ini diharapkan mampu menghadirkan konektivitas logistik nasional yang mendorong meningkatnya Penerimaan Negara Bukan Pajak (PNBP).
Pengoperasian Pelabuhan Bojonegara ini berdasarkan Keputusan Direktur Jenderal Perhubungan Laut No. A387/AL.308/DJPL tentang Perizinan Berusaha Pengoperasian Pelabuhan Bojonegara yang Diusahakan Oleh Badan Usaha Pelabuhan PT Pelabuhan Indonesia (Persero) di Kabupaten Serang, Provinsi Banten.
""Izin ini bukan sekadar dokumen legalitas, tapi bentuk kepercayaan negara. Dan bagi kami, kepercayaan ini adalah amanah untuk terus membangun pelabuhan yang bermanfaat bagi rakyat, dan menjadi simpul penting dalam konektivitas logistik nasional,"" ujar General Manager Pelindo Regional 2 Banten, Benny Ariadi dalam keterangannya di Jakarta, Jumat (8/8/2025).
Plh Executive Director 2 Regional 2 Pelindo Budi Prasetio menambahkan, Pelabuhan Bojonegara berfungsi sebagai fasilitas sandar/tambat bagi kapal maupun tongkang dengan ukuran maksimum 80.000 deadweight tonnage (DWT). Dengan ukuran seluas 100x40 meter persegi, Pelabuhan Bojonegara dilengkapi dengan sejumlah fasilitas, di antaranya Dermaga Beton, Beachpoint, Container Office, Gate In, hingga Lapangan Penumpukan.
Selain berkontribusi terhadap peningkatan PNBP, Budi juga membeberkan sejumlah dampak positif pengoperasian Pelabuhan Bojonegara.
Dia menyebut, pengoperasian Pelabuhan Bojonegara dapat mendukung pertumbuhan ekonomi masyarakat sekitar, memberikan akses terhadap jasa kapal dan barang, serta dapat mengakselerasi pencapaian target Rencana Kerja dan Anggaran Perusahaan (RKAP) PT Pelindo Regional 2 Banten yang menambah dividen bagi pemegang saham.
Untuk itu Budi pun menegaskan, penerimaan izin operasional Pelabuhan Bojonegara diproyeksi secara tidak langsung dapat berimplikasi terhadap pertumbuhan ekonomi secara positif. Dan yang tak kalah penting, lanjut Budi, Pelabuhan Bojonegara dapat menjadi simpul penting konektivitas logistik nasional.
""Pelabuhan Bojonegara kami siapkan untuk menjadi salah satu simpul penting bagi arus barang di kawasan industri Banten dan sekitarnya. Kami optimistis, dengan pengelolaan yang profesional, tata kelola yang baik, dan dukungan dari seluruh pemangku kepentingan, Pelabuhan Bojonegara akan memberi dampak ekonomi yang positif tidak hanya bagi Pelindo, tetapi juga bagi masyarakat dan negara,"" ungkap Budi.
Budi menegaskan bahwa dengan semangat kolaborasi dengan sejumlah pihak, hal itu akan membuka lebih banyak peluang.
Dia pun optimistis bahwa dengan komitmen yang dilandasi dengan kerja yang matang, Pelabuhan Bojonegara akan menjadi penggerak kemajuan maritim Indonesia.",ok_site_specific,,False
Daftar Bank Digital Paling Aman untuk Transaksi Harian,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164647/daftar-bank-digital-paling-aman-untuk-transaksi-harian,liputan6,2025-09-21 10:00:42+07:00,www.liputan6.com,"Liputan6.com, Jakarta Ipsos Indonesia merilis hasil survei terbaru mengenai tingkat kepercayaan masyarakat terhadap layanan perbankan digital. Survei online melalui Ipsos Digital Platform ini melibatkan pria dan wanita berusia 18–55 tahun dari berbagai wilayah di Indonesia, dengan syarat minimal menggunakan bank digital setidaknya sekali dalam sebulan.
Tujuannya, untuk memahami pola penggunaan aplikasi bank digital serta aplikasi mana yang dianggap paling aman dan terpercaya oleh konsumen.
Cerita Warga India Kehilangan Rp11,6 Miliar Akibat Penipuan Digital, Bank Dituding Lalai
Cerita Warga India Kehilangan Rp11,6 Miliar Akibat Penipuan Digital, Bank Dituding Lalai
UMKM Merdeka Finansial: 4 Inovasi Bank Digital yang Bikin Usaha Melesat
UMKM Merdeka Finansial: 4 Inovasi Bank Digital yang Bikin Usaha Melesat
Tren Positif Pertumbuhan Bank Digital di Indonesia
Pertumbuhan perbankan digital di Indonesia terus menunjukkan tren positif. Data Bank Indonesia (BI) mencatat, pada November 2024 transaksi perbankan digital tumbuh 40,1% (Year on Year). Proyeksi tren berlanjut di tahun 2025, dimana pertumbuhan transaksi pembayaran digital tumbuh sebesar 52,3%. Hingga Juli 2025, Bank Indonesia sudah mencatat pertumbuhan transaksi pembayaran digitaltumbuh 45,3% secara tahunan (YoY).
Bank Digital Kian Dipercaya untuk Transaksi Harian
Selaras dengan tren positif pertumbuhan transaksi pembayaran digital di Indonesia, faktor kemudahan dan keamanan dalam melakukan transaksi menjadi salah satu faktor pendorong dalam melakukan transaksi digital.
Survei Ipsos menunjukkan aplikasi SeaBank menempati peringkat pertama sebagai aplikasi bank digital yang dinilai aman dan mudah untuk melakukan berbagai transaksi sehari-hari, dipilih oleh 47% responden. Posisi berikutnya diisi oleh Bank Jago (30%), dan Neo Bank (27%).
Faktor pendorong masyarakat memilih aplikasi bank digital ini di dorong dari kepuasan dalam transaksi digital harian, di antaranya adalah:
Kemudahan dalam pembayaran QRIS: Sebanyak 48% responden merasa puas dengan kemudahan dari SeaBank, diikuti oleh Superbank (45%) dan Neo Bank (45%).
Gratis transfer antar-bank: 51% menilai SeaBank puas dengan promo yang ditawarkan tersebut, selaras dengan Superbank (48%), dan Neo Bank (42%)
Kemudahan isi ulang dompet digital atau top-up e-wallet: Dimana 53% responden merasa puas dengan SeaBank, disusul oleh Bank Jago (46%) dan Superbank (44%)
Keamanan dan kemudahan interkoneksi dengan aplikasi digital lainnya: tercatat 53% puas dengan SeaBank, dilanjutkan dengan Bank Jago (45%), dan Allo Bank (41%)
“Di tengah ketidakpastian global dan meningkatnya sikap waspada konsumen, masyarakat semakin mencari layanan finansial yang aman, transparan, dan efisien. Fakta bahwa aplikasi bank digital kian dipilih dalam transaksi sehari-hari, memperlihatkan pentingnya kepercayaan dan kemudahan bertransaksi digital di Indonesia,” ujar Managing Director Ipsos Indonesia Hansal Savla,, Minggu (21/9/2025).
Survei ini juga menemukan bahwa Gen Z dan Milenial merupakan pengguna paling aktif bank digital di Indonesia, dengan rata-rata frekuensi 1–10 kali aktivitas penggunaan per bulan. Aktivitas utama meliputi transfer, top-up e-wallet, pembayaran QRIS, menabung, hingga pembayaran tagihan rutin. Hasil ini menegaskan bahwa layanan bank digital menjadi solusi dalam mengatur keuangan harian secara aman, mudah, dan relevan dengan kebutuhan generasi muda.
“Bank digital bukan hanya mengenai kemudahan bertransaksi, tetapi juga tentang membangun kepercayaan dan relevansi dengan kebutuhan masyarakat. Di masa yang akan datang, kami melihat peran generasi muda akan semakin dominan dalam membentuk arah perkembangan ekosistem perbankan digital di Indonesia,” tutur Hansal.
Metodologi Survei
Survei dilakukan Ipsos Indonesia di tahun 2025 secara online menggunakan Ipsos Digital Platform (Fast Facts) terhadap 300 responden di seluruh wilayah Indonesia.
Kriteria responden: pria & wanita usia 18–55 tahun, semua tingkat sosial ekonomi (SES), pengguna internet aktif (mengakses setiap hari), pengguna e-commerce aktif, memiliki setidaknya satu akun bank digital, dan menggunakan bank digital minimal sekali sebulan.",ok_site_specific,,False
"Ramalan Zodiak Senin, 22 September 2025: Gemini Perlu Bersantai, Scorpio Beristirahat Total",,https://www.tribunnews.com/lifestyle/7731600/ramalan-zodiak-senin-22-september-2025-gemini-perlu-bersantai-scorpio-beristirahat-total,tribunnews,2025-09-21 19:24:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
"Bocah di Depok Terjebak ke Dalam Tabung Pengering Mesin Cuci, Begini Detik-Detik Proses Ev...",Tidak Diketahui,https://www.liputan6.com/news/read/6164925/bocah-di-depok-terjebak-ke-dalam-tabung-pengering-mesin-cuci-begini-detik-detik-proses-evakuasi,liputan6,2025-09-21 16:50:34+07:00,www.liputan6.com,"Liputan6.com, Jakarta Dinas Pemadam Kebakaran dan Penyelamatan (DPKP) atau Damkar Depok , mengevakuasi seorang anak berusia tujuh tahun terjebak tabung pengering mesin cuci di rumahnya, Pancoran Mas, Depok. Peristiwa itu terjadi pada Sabtu (20/9/2025) kemarin dan sempat viral di media sosial.
Kabid Pengendalian Operasional dan Penyelamatan DPKP Kota Depok , Tesy Haryati membenarkan kejadian itu pukul 17.47 WIB. Beruntung bocah tersebut sudah dievakuasi.
""Menerima laporan perihal anak kecil yang terjebak di mesin cuci ,"" ujar Tessy, Minggu (21/9/2025).
Usai menerima laporan, lanjut Tessy, DPKP Kota Depok langsung mendatangi lokasi. DPKP Kota Depok membawa sejumlah peralatan yang akan digunakan untuk menyelamatkan anak terjepit di mesin cuci.
""Berdasarkan laporan, awalnya anak itu sedang bermain di mesin cuci, namun entah kenapa anak tersebut terjebak di tabung pengering dan kesulitan untuk mengeluarkan diri,"" ucap Tessy.
Mengingat evakuasi yang terjebak korbannya adalah anak, DPKP Kota Depok harus ekstra waspada menyelamatkan korban. DPKP Kota Depok berusaha memenangkan korban namun secara perlahan mengevakuasi korban.
""Posisi anak itu, maaf pantat hingga kepala masuk ke dalam tabung, jadi seperti tertekuk, sehingga dia tidak bisa keluar sehingga dilakukan hati-hati agar korban tidak terluka,"" ungkap Tessy.
Tessy mengakui, saat evakuasi anak terus menangis histeris diduga karena panik terjebak di mesin cuci. Meskipun begitu, korban berusaha mengikuti arahan yang diberikan anggota DPKP Kota Depok melakukan evakuasi.
""Alhamdulillah, anak berhasil dikeluarkan tanpa mengalami cedera pada tubuhnya,” ungkap Tessy.
Tessy meminta orang tua untuk selalu memeperhatikan balita maupun anak saat bermain di tempat yang berpotensi membahayakan.
""Ini menjadi pelajaran agar orang tua lebih mengawasi anak-anak, khususnya di lokasi atau peralatan berisiko terhadap anak,"" pungkas Tessy.",ok_site_specific,,False
"Lewat Klinik dan Perpustakaan Terapung, Wujud Kepedulian Polda NTB untuk Warga Sekotong Barat",,https://www.tribunnews.com/nasional/7731575/lewat-klinik-dan-perpustakaan-terapung-wujud-kepedulian-polda-ntb-untuk-warga-sekotong-barat,tribunnews,2025-09-21 17:24:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
Isi Perpres Soal IKN Jadi Ibu Kota Politik Mulai 2028: Prabowo Tetapkan Target Penting,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165385/isi-perpres-soal-ikn-jadi-ibu-kota-politik-mulai-2028-prabowo-tetapkan-target-penting,liputan6,2025-09-22 12:45:07+07:00,www.liputan6.com,"Liputan6.com, Jakarta - Presiden Prabowo Subianto telah secara resmi menetapkan Ibu Kota Nusantara (IKN) sebagai ibu kota politik Indonesia mulai tahun 2028. Keputusan penting ini tertuang dalam Peraturan Presiden (Perpres) Nomor 79 Tahun 2025 tentang Pemutakhiran Rencana Kerja Pemerintah Tahun 2025 yang diundangkan pada 30 Juni 2025.
Penetapan ini menjadi langkah strategis pemerintah dalam mewujudkan visi IKN sebagai pusat pemerintahan yang modern dan berkelanjutan. Perpres tersebut secara eksplisit menyatakan bahwa perencanaan, pembangunan kawasan, serta pemindahan ke Ibu Kota Nusantara dilaksanakan sebagai upaya mendukung terwujudnya IKN menjadi ibu kota politik pada tahun 2028.
Langkah ini menandai babak baru bagi Indonesia, di mana IKN akan menjadi pusat pengambilan keputusan politik nasional. Berbagai persiapan dan pembangunan infrastruktur terus dikebut untuk memastikan kesiapan IKN dalam mengemban peran barunya tersebut.
Perpres Nomor 79 Tahun 2025 merupakan bagian dari tahapan pertama Rencana Pembangunan Jangka Panjang Nasional (RPJPN) 2025-2045, sekaligus penjabaran tahun pertama Rencana Pembangunan Jangka Menengah Nasional (RPJMN) 2025-2029. Untuk mencapai status ibu kota politik pada 2028, Perpres ini menetapkan sejumlah target pembangunan dan pemindahan yang ambisius.
Target-target tersebut mencakup pembangunan fisik kawasan inti serta persiapan sumber daya manusia. Beberapa poin penting dalam Perpres ini meliputi:
Pembangunan Kawasan Inti Pusat Pemerintahan (KIPP) dan sekitarnya seluas 800–850 hektare.
Persentase pembangunan gedung dan perkantoran di IKN mencapai 20 persen dari rencana keseluruhan.
Persentase pembangunan hunian layak, terjangkau, dan berkelanjutan mencapai 50 persen.
Cakupan ketersediaan sarana dan prasarana dasar kawasan IKN minimal terbangun 50 persen.
Indeks aksesibilitas dan konektivitas kawasan IKN mencapai angka 0,74.
Jumlah Aparatur Sipil Negara (ASN) yang dipindahkan atau ditugaskan ke IKN mencapai 1.700–4.100 orang.
Cakupan layanan kota cerdas kawasan IKN mencapai 25 persen.
Saat ini, pembangunan fasilitas pemerintahan eksekutif, legislatif, dan yudikatif terus berjalan. Beberapa infrastruktur penting seperti rusun ASN, Istana Garuda, Istana Negara, Kantor Kementerian Koordinator 3, dan training center PSSI sudah berdiri di KIPP IKN, menunjukkan komitmen kuat pemerintah terhadap proyek ini.
Pengertian ibu kota politik adalah kota yang menjadi pusat operasional pemerintahan dan administrasi negara. Ini berarti kota tersebut menjadi markas pengambilan keputusan politik nasional, dengan peran pusat politik yang lebih dominan dibandingkan fungsi sebagai pusat ekonomi atau bisnis saja. IKN akan menjadi tempat kerja presiden, para menteri, lembaga legislatif (DPR, DPD, MPR), yudikatif (Mahkamah Agung, Mahkamah Konstitusi, Komisi Yudisial), serta badan-badan pemerintahan lainnya.
Dengan penetapan ini, IKN akan berfungsi sebagai pusat segala aktivitas eksekutif, yudikatif, dan legislatif, sebagaimana ditegaskan oleh Ketua MPR RI Ahmad Muzani. Sementara itu, Jakarta, yang selama ini menjadi pusat pemerintahan dan ekonomi, kemungkinan akan tetap memegang peran sebagai pusat ekonomi dan finansial.
Konsep ibu kota politik ini tidak asing di dunia. Beberapa negara lain juga menerapkan model serupa, seperti Belanda dengan Den Haag sebagai pusat politik dan Amsterdam sebagai pusat ekonomi, atau Malaysia dengan Putrajaya sebagai pusat pemerintahan dan Kuala Lumpur sebagai pusat ekonomi. Model ini diharapkan dapat menciptakan pemerataan pembangunan dan efisiensi pemerintahan.",ok_site_specific,,False
Apakah 1 Oktober 2025 Tanggal Merah? Cek Informasi Resminya,Tidak Diketahui,https://news.detik.com/berita/d-8124486/apakah-1-oktober-2025-tanggal-merah-cek-informasi-resminya,detik,2045-09-23 00:00:00+07:00,news.detik.com,"1 Oktober 2025 Bukan Tanggal Merah
Tak Ada Tanggal Merah di Oktober 2025
Jadwal Libur dan Cuti Bersama di 2026
Menjelang peringatan Hari Kesaktian Pancasila , banyak yang penasaran apakah 1 Oktober 2025 ditetapkan sebagai tanggal merah atau hari libur nasional. Pertanyaan ini wajar muncul karena sejumlah peringatan hari besar biasanya diikuti dengan libur resmi.
Untuk memastikan statusnya, bisa merujuk pada Surat Keputusan Bersama (SKB) 3 Menteri tentang Hari Libur Nasional dan Cuti Bersama Tahun 2025, serta aturan perundang-undangan lain yang mengatur terkait penetapan peringatan Hari Kesaktian Pancasila.
1 Oktober 2025 Bukan Tanggal Merah
Berdasarkan SKB 3 Menteri tentang Hari Libur Nasional dan Cuti Bersama Tahun 2025, 1 Oktober yang bertepatan dengan peringatan Hari Kesaktian Pancasila tidak ditetapkan sebagai tanggal merah, baik sebagai libur nasional maupun cuti bersama.
SCROLL TO CONTINUE WITH CONTENT
Hal ini juga sejalan dengan Keputusan Presiden (Keppres) Nomor 153 Tahun 1967 tentang Penetapan Tanggal 1 Oktober sebagai Hari Kesaktian Pancasila. Dalam beleid tersebut, ditetapkan bahwa tanggal 1 Oktober diperingati sebagai Hari Kesaktian Pancasila, tetapi tidak menjadi hari libur nasional.
Dengan demikian, pada 1 Oktober 2025 aktivitas perkantoran, sekolah, maupun layanan publik tetap berjalan normal meskipun tetap dilakukan upacara peringatan Hari Kesaktian Pancasila di berbagai instansi.
Tak Ada Tanggal Merah di Oktober 2025
Mengacu pada SKB 3 Menteri, bulan Oktober hingga November 2025 tidak memiliki tanggal merah. Hari libur nasional berikutnya baru jatuh pada bulan Desember, tepatnya 25 Desember untuk memperingati Hari Natal, serta 26 Desember yang ditetapkan sebagai cuti bersama.
Jadwal Libur dan Cuti Bersama di 2026
Sementara itu, pemerintah sudah mengumumkan jadwal libur nasional dan cuti bersama untuk tahun 2026 melalui SKB 3 Menteri Nomor 1497 Tahun 2025, Nomor 2 Tahun 2025, dan Nomor 5 Tahun 2025. Total terdapat 17 hari libur nasional dan 8 hari cuti bersama.
Daftar Libur Nasional:
Kamis, 1 Januari: Tahun Baru 2026 Masehi
Jumat, 16 Januari: Isra Mi'raj Nabi Muhammad SAW
Selasa, 17 Februari: Tahun Baru Imlek 2577 Kongzili
Kamis, 19 Maret: Hari Suci Nyepi (Tahun Baru Saka 1948)
Sabtu, 21 Maret: Idul Fitri 1447 Hijriah
Minggu, 22 Maret: Idul Fitri 1447 Hijriah
Jumat, 3 April: Wafat Yesus Kristus
Minggu, 5 April: Hari Paskah
Jumat, 1 Mei: Hari Buruh Internasional
Kamis, 14 Mei: Kenaikan Yesus Kristus
Rabu, 27 Mei: Idul Adha 1447 Hijriah
Minggu, 31 Mei: Hari Raya Waisak 2570 BE
Senin, 1 Juni: Hari Lahir Pancasila
Selasa, 16 Juni: Tahun Baru Islam 1448 Hijriah
Senin, 17 Agustus: Hari Kemerdekaan RI
Selasa, 25 Agustus: Maulid Nabi Muhammad SAW
Jumat, 25 Desember: Hari Raya Natal
Daftar Cuti Bersama:
Senin, 16 Februari: Tahun Baru Imlek
Rabu, 18 Maret: Nyepi
Jumat, Senin, Selasa (20, 23, dan 24 Maret): Idul Fitri
Jumat, 15 Mei: Kenaikan Yesus Kristus
Kamis, 28 Mei: Idul Adha
Kamis, 24 Desember: Natal
Berdasarkan SKB 3 Menteri dan Keppres yang berlaku, tanggal 1 Oktober 2025 diperingati sebagai Hari Kesaktian Pancasila, tetapi bukan termasuk tanggal merah.
[Gambas:Video 20detik]",ok_site_specific,,False
Kemensos dan Pemprov Papua Pegunungan Kolaborasi Tangani Dampak Konflik Yalimo,,https://www.tribunnews.com/kilas-kementerian/7731948/kemensos-dan-pemprov-papua-pegunungan-kolaborasi-tangani-dampak-konflik-yalimo,tribunnews,2025-09-22 15:28:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
"Pilihan Skema Berlangganan Baterai VinFast, Diklaim Lebih Hemat Sampai Rp 113 Juta",,https://www.tribunnews.com/otomotif/7731934/pilihan-skema-berlangganan-baterai-vinfast-diklaim-lebih-hemat-sampai-rp-113-juta,tribunnews,2025-09-22 15:15:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
"200 Orang Tunggak Pajak Rp 60 Triliun, Purbaya: Mereka Tak Bisa Lari!News28 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922151312-4-669149/200-orang-tunggak-pajak-rp-60-triliun-purbaya-mereka-tak-bisa-lari,cnbc,2025-09-22 00:00:00+07:00,www.cnbcindonesia.com,"200 Orang Tunggak Pajak Rp 60 Triliun, Purbaya: Mereka Tak Bisa Lari!
Jakarta, CNBC Indonesia - Kementerian Keuangan akan mengejar 200 penunggak pajak besar yang belum juga membayar utang pajak triliunan rupiah meski kalah di pengadilan.
Menteri Keuangan Purbaya Yudhi Sadewa mengaku memiliki daftar nama 200 penunggak pajak besar yang kasus sengketa pajaknya sudah inkracht di pengadilan. Mereka punya kewajiban pajak terutang Rp 50 triliun-Rp 60 triliun.
""Kita punya list 200 penunggak pajak besar yang sudah inckracht, kita mau kejar nilainya Rp 50 triliun-Rp 60 triliun. Dalam waktu dekat akan kita tagih, mereka tidak akan bisa lari,"" katanya, Senin (22/9/2025).
Kemenkeu juga akan bekerja sama dengan penegak hukum seperti Kejaksaan, Kepolisian, PPATK untuk mengejar wajib pajak yang non-compliance. Selain itu, juga ada kerja sama pertukaran data dengan kementerian/lembaga untuk menarik pajak.
Purbaya sebelummnya melaporkan bahwa, hingga Agustus, defisit Anggaran Pendapatan dan Belanja Negara (APBN) 2025 adalah Rp 321,6 triliun atau 1,35% dari PDB per 31 Agustus 2025. Posisi defisit ini lebih tinggi jika dibandingkan dengan periode yang sama tahun lalu, sebesar 0,69% atau Rp 153,4 triliun.
Sasaran defisit RI pada tahun ini sebenarnya mencapai 2,78%. Adapun, keseimbangan primer mencapai Rp 22 triliun hingga 31 Agustus 2025.
""Ini indikasinya masih ada belanja pemerintah yang dipercepat lagi supaya keseimbangan primernya sesuai dengan desain anggaran yang kita buat waktu 2025,"" kata Purbaya.
Dari sisi pendapatan, dia mengungkapkan realisasinya mencapai Rp 1.638,7 triliun atau 57,2% dari target. Ini lebih rendah dibandingkan periode yang sama tahun lalu sebesar Rp 1.777,3 triliun.
Sementara itu, dari sisi belanja, realisasinya mencapai Rp 1960,3 triliun atau 55,6% dari outlook per 31 Agustus 2025. Capaian ini lebih tinggi dari periode yang sama tahun lalu sebesar Rp 1.930,7 triliun.
(dem/dem)
[Gambas:Video CNBC]
Next Article Kemenkeu Banjir Karangan Bunga Buat Menkeu Purbaya Jelang Sertijab",ok_trafilatura,,False
Kunci Jawaban Informatika Kelas 5 Halaman 61 Kurikulum Merdeka Bab 4: Pertanyaan Pemantik,,https://www.tribunnews.com/pendidikan/7731599/kunci-jawaban-informatika-kelas-5-halaman-61-kurikulum-merdeka-bab-4-pertanyaan-pemantik,tribunnews,2025-09-21 19:17:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
Penjaga Gawang Timnas Indonesia Emil Audero Jadi Kiper Terbaik Asia Setelah Ungguli Zion Suzuki?,Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/47/3171658/penjaga-gawang-timnas-indonesia-emil-audero-jadi-kiper-terbaik-asia-setelah-ungguli-zion-suzuki,okezone,2025-09-22 14:55:00+07:00,bola.okezone.com,"Kiper Timnas Indonesia Emil Audero ungguli statistik Zion Suzuki. (Foto: Instagram/@emil_audero)
KALAHKAN penjaga gawang Timnas Jepang Zion Suzuki, Emil Audero jadi kiper terbaik Asia? Zion Suzuki saat ini berstatus penjaga gawang termahal di Asia. Mengutip dari Transfermarkt, harga pasar Zion Suzuki mencapai 20 juta euro atau sekira Rp390,2 miliar.
Angka itu jauh di atas kiper Timnas Indonesia yang membela Cremonese, Emil Audero, yakni 3,2 juta euro (Rp62,4 miliar). Namun, jika melihat performa terkini di empat laga awal Liga Italia 2025-2026, Emil Audero layak membusungkan dada di hadapan Zion Suzuki yang berseragam Parma.
Emil Audero menjadi salah satu alasan kenapa Cremonese belum terkalahkan di empat pekan awal Liga Italia 2025-2026. Cremonese mencatatkan dua menang dan dua imbang dalam empat pekan awal.
Saat ini, Cremonese duduk di posisi enam klasemen sementara Liga Italia 2025-2026 dengan delapan angka. Cremonese hanya terpaut dua angka dari Juventus di puncak klasemen.
Lantas, bagaimana dengan kiprah Emil Audero? Eks kiper Juventus ini kemasukan tiga kali dari empat pertandingan. Dalam empat pertandingan itu, mantan kiper Inter Milan ini membuat dua clean sheet, tepatnya saat bermain 0-0 dengan Hellas Verona dan Parma.
Mengutip dari laman Whoscored, Emil Audero memiliki rataan rating 7,68 dalam empat pertandingan awal Liga Italia 2025-2026. Rating tertinggi didapatkan Emil Audero saat Cremonese menahan Hellas Verona 0-0, yakni 9,32 poin.
Follow WhatsApp Channel Okezone untuk update berita terbaru setiap hari
Follow
Topik Artikel :
Berita Terkait
Telusuri berita bola lainnya",ok_trafilatura,,False
