judul_berita,url_berita,tanggal_berita,source_domain,artikel_berita,status,error,tanggal_berita_dt,cluster_id,kategori_isu,cluster_label
Purbaya Komentari Inflasi Rendah Singapura dan Malaysia: Jelek Ekonomi • 3 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250922172309-532-1276464/purbaya-komentari-inflasi-rendah-singapura-dan-malaysia-jelek,2025-09-22T19:00:20+07:00,www.cnnindonesia.com,"CNN Indonesia
Senin, 22 Sep 2025 19:00 WIB
Jakarta, CNN Indonesia --
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengomentari inflasi Singapura yang hanya 0,6 persen dan Malaysia sebesar 1,2 persen pada Agustus 2025.
Ia menilai inflasi kedua negara tersebut tidak ideal karena menunjukkan permintaan yang rendah.
""(Inflasi) Singapura 0,6 persen itu enggak bagus, jelek. Di bawah 1,5 persen biasanya jelek karena demand-nya terlalu rendah. Malaysia 1,2 (persen) agak jelek,"" ujarnya dalam Konferensi Pers APBN KiTA di Kementerian Keuangan, Jakarta Pusat, Senin (22/9).
Purbaya mengatakan berdasarkan konsensus ekonom global, tingkat inflasi yang ideal adalah berada di kisaran 1 sampai 3 persen. Karena itu, inflasi RI yang di level 2,3 persen ia nilai berada di posisi ideal.
""Ini level inflasi yang amat ideal. Kita sekarang di 2,3 persen ya level yang pas lah. Dibandingkan negara lain kita bagus,"" katanya.
Badan Pusat Statistik (BPS) mencatat pada Agustus 2025 terjadi inflasi sebesar 2,31 persen (yoy) dengan Indeks Harga Konsumen (IHK) sebesar 108,51. Sedangkan secara bulanan (mtm) terjadi deflasi sebesar 0,08 persen.
Deputi Bidang Statistik Distribusi dan Jasa BPS Pudji Ismartini mengatakan deflasi utamanya disebabkan kelompok makanan, minuman, dan tembakau.
""Komoditas penyumbang utama andil deflasi dari kelompok ini adalah tomat dan cabai rawat yang memberikan andil masing-masing 0,10 dan 0,07 persen,"" ujarnya dalam konferensi pers secara virtual, Senin (1/9).
(fby/sfr)
TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-22 19:00:20+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
Makan Bergizi Gratis: Jalan Panjang Menuju Generasi Emas IndonesiaOpini2 jam yang lalu,https://www.cnbcindonesia.com/opini/20250924110427-14-669738/makan-bergizi-gratis-jalan-panjang-menuju-generasi-emas-indonesia,2025-09-26T00:00:00+07:00,www.cnbcindonesia.com,"Makan Bergizi Gratis: Jalan Panjang Menuju Generasi Emas Indonesia
Catatan: Artikel ini merupakan opini pribadi penulis dan tidak mencerminkan pandangan Redaksi CNBCIndonesia.com
Belakangan ini program Makan Bergizi Gratis (MBG) terus menerus diperbincangkan di percakapan tanah air dan menjadi berita utama di berbagai media. Meningkatnya kasus keracunan dari program ini hingga mengakibatkan ratusan siswa keracunan menjadi sorotan utama dari berbagai organisasi hingga masyarakat sipil.
Data dari Badan Gizi Nasional (BGN) menyebutkan bahwa sejak pertama kali program dijalankan pada bulan Januari 2025, telah terdapat 45 kasus keracunan atau kejadian luar biasa (KLB) yang menyebabkan hingga 4.711 penerima manfaat mengalami keracunan.
Adanya situasi ini menunjukkan bahwa pemerintah masih memiliki pekerjaan rumah yang besar terkait program ini. Sejak awal peluncuran, program MBG selalu menjadi program yang dibanggakan oleh pemerintahan Prabowo-Gibran.
Dalam pengantar pidato yang disampaikan pada Sidang Kabinet Paripurna di Istana Kepresidenan Jakarta pada Senin, 5 Mei 2025. Presiden dengan lantang mengatakan bahwa MBG akan menjadi investasi bagi anak-anak dan dapat mengurangi kemiskinan di Indonesia.
Data Badan Pusat Statistik (BPS) di tahun 2024 menggambarkan bahwa sekitar 23,29 juta penduduk atau 8,27 persen dari total populasi penduduk Indonesia masih mengalami kekurangan konsumsi energi.
Selain itu, Indonesia pada tahun 2020 masih menempati peringkat ke-96 dari 174 negara dengan nilai skor sebesar 0,54 persen pada Human Capital Index (HCI), artinya seorang anak yang lahir di Indonesia hanya mencapai 54 persen dari tingkat maksimal produktivitasnya apabila memenuhi tolak ukur pendidikan dan kesehatan yang memadai.
Pemerintah memang memiliki visi besar dan optimisme yang tinggi terhadap program ini, utamanya menyangkut Indonesia Emas 2045. Dengan adanya program MBG, besar harapannya anak-anak yang saat ini menjadi penerima manfaat akan menjadi generasi emas yang produktif dan siap untuk berkontribusi secara maksimal dalam pembangunan bangsa.
Presiden Prabowo, percaya bahwa masa depan Indonesia terletak pada kualitas dari generasi mudanya dan pemerintah hadir untuk mendukung hal itu melalui MBG.
Masalahnya, semangat dan visi yang besar atas program MBG mestinya diselaraskan dengan tata kelola implementasi yang baik. Data dari Center for Indonesia's Strategic Development Initiatives (CISDI) menunjukkan bahwa dari hasil monitoring terhadap 29 menu MBG pada Januari 2025, ditemukan 45 persen sampel menu MBG yang berisi produk susu kemasan berperisa tinggi gula.
Hal ini tentu tidak sejalan dengan semangat mencetak generasi emas yang produktif yang dimulai dari pemenuhan gizi dari program MBG. Alih-alih mendapatkan gizi yang baik dari makanan yang diterima, penerima manfaat malah terancam terjangkit penyakit. Tak ayal, banyak orang tua yang merasa khawatir dengan adanya program MBG.
Padahal, Indonesia sudah memiliki Pedoman Gizi Seimbang yang dikeluarkan oleh Kementerian Kesehatan melalui Peraturan Menteri Kesehatan Nomor 41 Tahun 2014. Dalam melaksanakan program, pemilihan menu MBG bisa didasarkan dari pedoman tersebut.
SPPG (Satuan Pelayanan Pemenuhan Gizi) perlu menjadi perhatian khusus, pasalnya dari SPPG inilah semua makanan diproses untuk kemudian dikirimkan dan dikonsumsi oleh penerima manfaat. Kasus keracunan makanan yang muncul di berbagai titik dan pemilihan menu yang tidak mempertimbangkan kandungan gizi menjadi bukti bagaimana kurangnya pengawasan terhadap SPPG.
Data BGN mencatat bahwa hingga tanggal 23 September 2025, total seluruh SPPG operasional yang ada di seluruh Indonesia adalah sebesar 8.903. Hingga saat ini, masih belum ada mekanisme mengenai evaluasi yang bisa dikenakan terhadap SPPG apabila ditemukan masalah dalam proses produksi makanannya.
BGN sebagai lembaga yang memiliki fungsi salah satunya sebagai pemantau dan pengawas pemenuhan gizi nasional berdasarkan Perpres 83 Tahun 2024 tentang Badan Gizi Nasional, sudah selayaknya bertindak cepat dalam hal ini. Terlebih, partisipasi publik belum tergambarkan sejauh ini.
Indonesia dapat belajar kepada negara lain yang sudah terlebih dahulu melaksanakan program serupa. Meksiko misalnya, orang tua dan komite sekolah di Meksiko memiliki tanggungjawab dalam penerimaan hingga pemantauan dan promosi gizi yang baik serta protokol keamanan pangan.
Selain menyasar perihal masalah keracunan dan tata kelola dalam SPPG, program MBG diwarnai dengan tingginya tingkat risiko keuangan negara.
Transparency International Indonesia (TII), mencatat bahwa program MBG yang dilakukan tanpa adanya prioritas penerima manfaat beresiko mendorong pelebaran defisit anggaran hingga 3,6 persen terhadap Produk Domestik Bruto (PDB). Angka ini melebihi batas maksimal sebesar 3 persen sebagaimana diatur oleh Undang-Undang Nomor 17 Tahun 2003 tentang Keuangan Negara.
Dengan berbagai data dan temuan di lapangan, program ini telah sampai pada satu kesimpulan: baik dalam ide, namun perlu pembenahan dalam implementasi. Setidak-tidaknya, dalam program MBG pemerintah memiliki kewajiban untuk membenahi isu keamanan pangan, manajemen SPPG/mitra, potensi kerugian keuangan negara, payung hukum pelaksanaan program, transparansi data dan sinkronisasi antar institusi terkait.
Menghayati ucapan Carol Weiss: Evaluation is not just to prove, but to improve. (Evaluasi tidak hanya untuk membuktikan, namun untuk memperbaiki) berhenti sejenak untuk melakukan evaluasi secara menyeluruh terhadap program MBG bukanlah sebuah kegagalan dari pemerintah, melainkan sebuah syarat agar program MBG betul-betul memberikan manfaat yang baik bagi generasi yang akan datang.
(miq/miq)",ok_trafilatura,,2025-09-26 00:00:00+07:00,4,Nasional,Program Makan Bergizi Gratis sebabkan keracunan ratusan siswa.
05:08 VIDEO: Menanti Penyerapan Dana Suntikan Rp.200 Triliun TV • 1 minggu yang lalu,https://www.cnnindonesia.com/tv/20250914132720-404-1273533/video-menanti-penyerapan-dana-suntikan-rp200-triliun,2025-09-14T13:53:17+07:00,www.cnnindonesia.com,"CNNTV | CNN Indonesia
Minggu, 14 Sep 2025 13:53 WIB
Jakarta, CNN Indonesia --
Menteri Keuangan, Purbaya Yudhi Sadewa, resmi menggelontorkan dana Rp200 triliun dari Bank Indonesia ke lima bank Himbara. Namun, publik meragukan dana tersebut dapat langsung diserap dunia usaha dan mampu menggerakkan roda perekonomian secara signifikan.
TOPIK TERKAIT
VIDEO TERKAIT
VIDEO TERBARU
TITLE",ok_trafilatura,,2025-09-14 13:53:17+07:00,-1,Nasional,Campuran/Umum (noise).
"Pajak Karyawan Hotel, Restoran, dan Kafe Bakal Ditanggung Negara",https://finance.detik.com/foto-bisnis/d-8109384/pajak-karyawan-hotel-restoran-dan-kafe-bakal-ditanggung-negara,2025-09-13T11:00:42+07:00,finance.detik.com,"Jakarta - Pemerintah menanggung PPh 21 karyawan hotel, restoran, dan kafe hingga akhir 2025. Kebijakan ini menjadi stimulus untuk menjaga daya beli masyarakat.
Foto Bisnis
Pajak Karyawan Hotel, Restoran, dan Kafe Bakal Ditanggung Negara
Sabtu, 13 Sep 2025 11:00 WIB",ok_trafilatura,,2025-09-13 11:00:42+07:00,0,Kemenkeu,Pemerintah kejar penunggak pajak besar dan kaji stagnansi rasio pajak.
"Potret Coretan Cita-cita Siswa Sekolah Rakyat: CEO, Artis hingga Orang Kaya",https://www.detik.com/edu/foto/d-8053190/potret-coretan-cita-cita-siswa-sekolah-rakyat-ceo-artis-hingga-orang-kaya,2025-08-09T20:30:00+07:00,www.detik.com,"Jakarta - Siswa-siswi Sekolah Rakyat Menengah Atas 10 Jakarta menuliskan cita-cita mereka. Apa saja ya?
Foto Edu
Potret Coretan Cita-cita Siswa Sekolah Rakyat: CEO, Artis hingga Orang Kaya
Sabtu, 09 Agu 2025 20:30 WIB
Potret Coretan Cita-cita Siswa Sekolah Rakyat: CEO, Artis hingga Orang Kaya
Sabtu, 09 Agu 2025 20:30 WIB
Jakarta - Siswa-siswi Sekolah Rakyat Menengah Atas 10 Jakarta menuliskan cita-cita mereka. Apa saja ya?
Berita Terkait
Berita detikcom Lainnya",ok_trafilatura,,2025-08-09 20:30:00+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
Pidato Presiden Prabowo di Sidang PBB Dinilai Cerminan Indonesia Terus Dukung Kemerdekaan Palestina,https://www.tribunnews.com/nasional/7733147/pidato-presiden-prabowo-di-sidang-pbb-dinilai-cerminan-indonesia-terus-dukung-kemerdekaan-palestina,2025-09-24T22:00:00+07:00,www.tribunnews.com,"TRIBUNNEWS.COM, JAKARTA – Organisasi Dunia Melayu Dunia Islam (DMDI) Indonesia mendukung upaya Presiden Prabowo Subianto untuk terus menyuarakan kemerdekaan Palestina .
Hal ini disampaikan Ketua Umum DMDI Indonesia Datum H Said Aldi Al Idrus merespons pidato Prabowo di Sidang Umum Perserikatan Bangsa-Bangsa (PBB) di Amerika Serikat.
Dalam pidatonya, Prabowo menyerukan penghentian segera perang di Gaza dan mendesak komunitas internasional untuk mengakhiri bencana kemanusiaan yang telah menelan ribuan korban jiwa, terutama perempuan dan anak-anak.
Menurut Said Aldi, hari ini dunia tak boleh diam menyaksikan penderitaan rakyat Palestina.
""Sudah cukup kekejaman dan kekejian Israel itu. Mereka sudah melanggar hukum internasional dan saat ini mereka adalah teroris sesungguhnya dan pembunuh anak-anak,"" kata Said kepada wartawan, Rabu (24/9/2025).
Said juga menegaskan bahwa komitmen Presiden Prabowo adalah cermin keberanian Indonesia dalam membela kemerdekaan Palestina .
“DMDI Indonesia berdiri teguh bersama Presiden Prabowo. Seruan beliau adalah suara hati Rakyat Indonesia yang selalu mendukung Palestina merdeka. Kami berharap sikap tegas ini menjadi pemantik bagi negara lain untuk ikut menghentikan kezaliman di Gaza,” tegas Said Aldi.
Lebih lanjut, Said Aldi menilai bahwa seruan Presiden Prabowo merupakan cerminan nyata kepemimpinan Indonesia di kancah internasional.
""Maka dari itu, sudah saatnya Rakyat Indonesia merapatkan barisan dan bersatu memberikan dukungan kepada Palestina. Sebab, sudah lama kita menginginkan Palestina merdeka,"" pungkas Said.
DMDI merpakan singkatan dari Dunia Melayu Dunia Islam, sebuah organisasi internasional yang didirikan pada tahun 2000 di Malaka, Malaysia, dengan visi untuk menyatukan umat Muslim dari bangsa Melayu di seluruh dunia.
Organisasi ini berfokus pada bidang sosial budaya dan dakwah, bertujuan mempererat hubungan dan memajukan budaya serta nilai-nilai Melayu yang identik dengan Islam.
Sebelumnya, Presiden RI Prabowo Subianto menegaskan komitmen Indonesia pada solusi dua negara sebagai jalan keluar damai bagi konflik Israel-Palestina. Ia menyatakan Indonesia akan siap mengakui Israel setelah Palestina memperoleh kemerdekaan.
“Hanya solusi dua negara yang akan membawa perdamaian. Kita harus menjamin kenegaraan bagi Palestina . Tetapi Indonesia juga menyatakan bahwa setelah Israel mengakui kemerdekaan dan kenegaraan Palestina , Indonesia akan segera mengakui Negara Israel dan kami akan mendukung semua jaminan bagi keamanan Israel,” ujar Prabowodalam pidato di Markas Besar PBB, New York, Selasa (23/9) dini hari WIB.
Pernyataan itu disambut riuh tepuk tangan hadirin konferensi tingkat tinggi bertajuk High-level International Conference on the Peaceful Settlement of the Question of Palestine and the Implementation of Two-State Solution.
Prabowo menegaskan pengakuan Palestina adalah langkah berada di sisi sejarah yang benar. Ia mencontohkan sejumlah negara besar telah mengambil sikap tersebut.",ok_site_specific,,2025-09-24 22:00:00+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
Tok! Anggaran MBG di APBN 2026 Sebesar Rp 335 Triliun,https://www.detik.com/kalimantan/bisnis/d-8126146/tok-anggaran-mbg-di-apbn-2026-sebesar-rp-335-triliun,2025-09-23T15:30:16+07:00,www.detik.com,"Rancangan Undang-Undang tentang Anggaran Pendapatan dan Belanja Negara atau RAPBN 2026 disetujui DPR. Salah satu program prioritas terbesar adalah Makan Bergizi Gratis (MBG). Alokasinya mencapai Rp 335 triliun.
Dilansir detikFinance, Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengapresiasi pimpinan dan seluruh anggota dewan atas disetujuinya RAPBN menjadi undang-undang.
""Atas nama pemerintah kami menyampaikan apresiasi setingginya pimpinan dan seluruh anggota dewan atas dukungan dan persetujuan RAPBN menjadi Undang-Undang melalui proses pembahasan yang sangat konstruktif dan menampung aspirasi dan harapan yang berkembang di masyarakat,"" kata Purbaya dalam Rapat Paripurna DPR RI ke 5 Masa Persidangan I Tahun Sidang 2025-2026, di Gedung DPR RI, Selasa (23/9/2025).
SCROLL TO CONTINUE WITH CONTENT
Adapun program prioritas pemerintah dalam APBN 2026 mencakup ketahanan pangan, ketahanan energi, pendidikan, kesehatan, hingga pertahanan.
Anggaran untuk ketahanan pangan ditetapkan sebesar Rp 164,7 triliun. Dana tersebut akan digunakan untuk swasembada pangan, stabilisasi harga pangan, kesejahteraan petani dan nelayan. Kemudian alokasi ketahanan energi sebesar Rp 402,4 triliun. Anggaran akan digunakan untuk peningkatan lifting migas, percepatan transisi energi, serta stabilisasi harga.
Kemudian anggaran pendidikan sebesar Rp 769,1 triliun akan digunakan untuk PIP dan KIP kuliah, sekolah rakyat, sekolah unggul garuda, beasiswa, kesejahteraan guru/dosen. Lalu, anggaran kesehatan sebesar Rp 244 triliun untuk program jaminan kesehatan nasional, cek kesehatan gratis, dan revitalisasi rumah sakit.
""Pembangunan desa, koperasi, dan UMKM. 80 ribu Koperasi Desa Merah Putih terbentuk memberikan kemudahan akses sembako, logistik, pupuk, dan layanan keuangan,"" tambah Purbaya.
Purbaya menerangkan APBN 2026 merupakan yang pertama kali dirancang di pemerintah Presiden Prabowo Subianto. Rancangan ini mengimplementasikan visi dan misi untuk mewujudkan kedaulatan pangan, energi, dan ekonomi hijau menuju Indonesia yang tangguh.
Purbaya menyebut APBN 2026 didesain untuk mendorong aktivitas ekonomi berputar lebih cepat dan tumbuh lebih tinggi, sektor riil bergerak serta meningkatkan daya beli masyarakat sehingga dapat akselerasi tercapainya kesejahteraan yang berkeadilan.
Video: 173 Siswa SMP di Rembang Diduga Keracunan MBG
Video: 173 Siswa SMP di Rembang Diduga Keracunan MBG",ok_site_specific,,2025-09-23 15:30:16+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
Cerita Warga Terjebak Macet Horor Jakarta Imbas Penutupan GT Semanggi I: Palmerah-Bekasi 3 Jam,https://www.tribunnews.com/metropolitan/7733119/cerita-warga-terjebak-macet-horor-jakarta-imbas-penutupan-gt-semanggi-i-palmerah-bekasi-3-jam,2025-09-24T21:00:00+07:00,www.tribunnews.com,"TRIBUNNEWS.COM, JAKARTA - Kemacetan parah terjadi di kota Jakarta sejak Rabu(24/9/2025) sore hingga malam hari. Kemacetan terjadi gara-gara penutupan sementara sejumlah gerbang Tol Dalam Kota Jakarta pada 24–25 September 2025. Kebijakan ini diterapkan pasca insiden terbakarnya tujuh gerbang tol akibat aksi massa di sekitar Gedung MPR/DPR.
Selain penutupan gerbang tol tersebut, hari ini juga ada aksi unjuk rasa di depan gedung DPR RI, Jakarta.
Dampak dari hal tersebut kemacetan parah terjadi dimana-mana terutama di sekitar kawasan Slipi, Pejompongan dan Semanggi mengarah ke Cawang. Bahkan kemacetan merembet hingga ke kawasan Thamrin dan Bundaran HI, Jakarta Pusat.
Salah satu warga yang terjebak macet di Jakarta bernama Winda bahkan harus menempuh perjalanan selama tiga jam dari Palmerah hingga ke Bekasi, Jawa Barat .
""Dari kantor(Palmerah) jam 17.30 sampai Bekasi 20.30,"" ujar Winda saat dikonfirmasi Tribun.
Sementara itu salah satu warga bernama Naomi juga terjebak macet parah di Jakarta. Ia hendak pulang dari kantornya di Kwitang, Jakarta Pusat menuju kawasan Palmerah , Jakarta Barat. Naomi menempuh perjalanan selama dua jam.
""Dari kantor tadi jam 17.15 sampai Palmerah jam 19.00,"" katanya.
Diketahui PT Jasamarga Metropolitan Tollroad (JMT) mengumumkan penutupan sementara sejumlah gerbang Tol Dalam Kota Jakarta pada 24–25 September 2025. Langkah ini dilakukan sebagai bagian dari percepatan pemulihan fasilitas gerbang tol yang terdampak kerusuhan beberapa waktu lalu.
Jadwal Penutupan Sementara Gerbang Tol Dalam Kota Jakarta:
1. Gerbang Tol Pejompongan, Slipi 1, dan Slipi 2 - Tutup: 24 September 2025 pukul 00.00 WIB - Buka kembali: 25 September 2025 pukul 24.00 WIB.
2. Gerbang Tol Semanggi 1 dan Kuningan 1 - Tutup: 24 September 2025 pukul 00.00 WIB - Buka kembali: 24 September 2025 pukul 24.00 WIB.
3. Gerbang Tol Semanggi 2 - Tutup: 25 September 2025 pukul 00.00 WIB - Buka kembali: 25 September 2025 pukul 24.00 WIB
Sebagai alternatif, pengguna dapat mengakses gerbang tol yang tetap beroperasi, seperti:
1. Arah Cawang: GT Tanjung Duren, GT Tebet 1, GT Kuningan 2 2. Arah Grogol: GT Senayan, GT Tebet 2",ok_site_specific,,2025-09-24 21:00:00+07:00,4,Nasional,Program Makan Bergizi Gratis sebabkan keracunan ratusan siswa.
Minuman Berpemanis dalam Kemasan Dikenakan Cukai pada 2026,https://www.detik.com/bali/video/d-8076882/minuman-berpemanis-dalam-kemasan-dikenakan-cukai-pada-2026,2025-08-24T17:45:05+07:00,www.detik.com,"Sebagai informasi, usulan Cukai pada MBDK ini sudah muncul sejak tahun 2020. Hal ini bisa mendorong pendapatan negara lewat penerimaan kepabeanan dan cukai.
(iws/iws)
Minuman Berpemanis dalam Kemasan Dikenakan Cukai pada 2026
Minggu, 24 Agu 2025 17:45 WIB
Jakarta - Pemerintah dan Dewan Perwakilan Rakyat (DPR) menetapkan kebijakan Cukai Minuman Berpemanis dalam Kemasan (MBDK) akan berlaku pada 2026. Pernyataan ini disampaikan Ketua Komisi XI DPR RI, Muhammad Misbakhun, dalam Rapat Kerja (Raker) Pengambilan Keputusan Asumsi Dasar Dalam Rancangan Undang-Undang (RUU) Anggaran Pendapatan dan Belanja Nasional (APBN) 2026.
Sebagai informasi, usulan Cukai pada MBDK ini sudah muncul sejak tahun 2020. Hal ini bisa mendorong pendapatan negara lewat penerimaan kepabeanan dan cukai.
(iws/iws)
Berita Terkait
Berita detikcom Lainnya
detikFinance",ok_trafilatura,,2025-08-24 17:45:05+07:00,0,Kemenkeu,Pemerintah kejar penunggak pajak besar dan kaji stagnansi rasio pajak.
Menkeu Purbaya Dukung Anggito Abimanyu Jadi Ketua LPS Ekonomi • 3 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250922201520-532-1276514/menkeu-purbaya-dukung-anggito-abimanyu-jadi-ketua-lps,2025-09-22T20:25:18+07:00,www.cnnindonesia.com,"CNN Indonesia
Senin, 22 Sep 2025 20:25 WIB
Jakarta, CNN Indonesia --
Menteri Keuangan Purbaya Yudhi Sadewa mendukung Wakil Menteri Keuangan (Wamenkeu) Anggito Abimanyu menjadi ketua dewan komisioner Lembaga Penjamin Simpanan (LPS) periode 2025-2030.
Ia tak mempermasalahkan jika Anggito pindah ke lembaga yang pernah ia pimpin itu.
""Dukung. Ya sudah pindah ke sana jadi Ketua LPS,"" katanya usai konferensi pers APBN KiTA di kantor Kementerian Keuangan, Jakarta Pusat, Senin (22/9).
Ia mengatakan belum ada rencana pengganti Anggito sebagai wamenkeu jika terpilih sebagai Ketua Dewan Komisioner LPS.
""Ada penggantinya atau enggak, mungkin enggak. Saya rangkap dulu sementara,"" katanya.
Usai ditinggal Purbaya, saat ini belum ada ketua dewan komisioner LPS secara definitif Rapat Dewan Komisioner (RDK) LPS memutuskan penunjukan Didik Madiyono, anggota dewan komisioner LPS Bidang Program Penjaminan Simpanan dan Resolusi Bank sebagai pejabat pelaksana tugas (plt) ketua dewan komisioner LPS.
Mengutip detikfinance, Presiden Prabowo Subianto sudah menyerahkan surat ke DPR RI terkait daftar nama calon ketua dewan komisioner LPS periode 2025-2030.
Salah satu nama yang masuk adalah Anggito Abimanyu.
(fby/asa) TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-22 20:25:18+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
"Paripurna DPR RI Resmi Sahkan UU APBN 2026, Begini Posturnya Ekonomi • 2 hari yang lalu",https://www.cnnindonesia.com/ekonomi/20250923111824-532-1276695/paripurna-dpr-ri-resmi-sahkan-uu-apbn-2026-begini-posturnya,2025-09-23T11:30:05+07:00,www.cnnindonesia.com,"CNN Indonesia
Selasa, 23 Sep 2025 11:30 WIB
Jakarta, CNN Indonesia --
DPR RI resmi mengesahkan RUU tentang Anggaran Pendapatan dan Belanja (APBN) 2026 menjadi undang-undang (UU) dalam Rapat Paripurna ke-5 Masa Persidangan I 2025-2026.
Sebelum disahkan, Ketua Badan Anggaran (Banggar) DPR RI Said Abdullah membacakan kesimpulan pandangan mini fraksi yang telah disepakati dalam pembahasan tingkat I pada Kamis (18/9).
Ia turut menyinggung gaya 'koboi' Menteri Keuangan Purbaya Yudhi Sadewa yang diyakini mampu melonggarkan kebijakan uang ketat.
Ketua DPR RI Puan Maharani menerima laporan Banggar DPR RI tersebut, di mana tercatat ada 8 fraksi yang menyetujui RUU APBN 2026 disahkan menjadi undang-undang. Rinciannya, PDI Perjuangan (PDIP), Golkar, Gerindra, NasDem, Partai Kebangkitan Bangsa (PKB), Partai Keadilan Sejahtera (PKS), Partai Amanat Nasional (PAN), dan Partai Demokrat.
""Apakah (RUU APBN 2026) dapat disetujui untuk disahkan menjadi UU?"" tanya Puan dalam Rapat Paripurna di DPR RI, Jakarta Pusat, Selasa (23/9).
Anggota DPR RI yang hadir dalam Sidang Paripurna menjawab setuju. Puan kemudian mengetuk palu tanda pengesahan UU APBN 2026.
""Kami akan menanyakan sekali lagi kepada seluruh anggota, apakah RUU APBN 2026 dapat disetujui untuk disahkan menjadi UU?"" tanya Puan Maharani sekali lagi yang disambut seruan setuju dan ketuk palu.
Usai disahkan menjadi UU APBN 2026, Menteri Keuangan Purbaya Yudhi Sadewa membacakan pandangan pemerintah.
Ia menyampaikan apresiasi kepada para anggota DPR RI dan menekankan pentingnya mendengar aspirasi masyarakat.
""Atas nama pemerintah, kami menyampaikan apresiasi setinggi-tingginya kepada pimpinan dan seluruh anggota dewan atas dukungan dan persetujuan RAPBN 2026 menjadi UU. Melalui proses pembahasan yang sangat konstruktif, serta menampung berbagai aspirasi dan harapan yang berkembang di masyarakat,"" ujar Purbaya.
Postur final UU APBN 2026 (setelah revisi di Banggar DPR RI):
1. Pendapatan negara: Rp3.153,6 triliun (naik Rp5,9 triliun)
a. Penerimaan perpajakan: Rp2.693,7 triliun (naik Rp1,7 triliun)
- Penerimaan pajak: Rp2.357,7 triliun (tetap)
- Kepabeanan dan cukai: Rp336 triliun (naik Rp1,7 triliun)
b. Penerimaan negara bukan pajak (PNBP): Rp459,2 triliun (naik Rp4,2 triliun)
c. Hibah: Rp0,66 triliun (tetap)
2. Belanja negara: Rp3.842,7 triliun (naik Rp56,2 triliun)
a. Belanja pemerintah pusat: Rp3.149,7 triliun (naik Rp13,2 triliun)
- Belanja K/L: Rp1.510,5 triliun (naik Rp12,3 triliun)
- Belanja non-K/L: Rp1.639,1 triliun (naik Rp0,9 triliun)
b. Transfer ke daerah (TKD): Rp693 triliun (naik Rp43 triliun)
3. Keseimbangan primer: Rp89,7 triliun (naik Rp50,3 triliun)
4. Defisit anggaran: Rp689,1 triliun (2,68 persen terhadap PDB/naik 0,2 persen)
5. Pembiayaan anggaran: Rp689,1 triliun (naik Rp50,3 triliun)
TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-23 11:30:05+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
