judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant
"335 Murid di Banggai Kepulauan Sulteng Diduga Keracunan MBG hingga Kejang: BGN Minta Maaf,...",Tidak Diketahui,https://www.liputan6.com/news/read/6164742/335-murid-di-banggai-kepulauan-sulteng-diduga-keracunan-mbg-hingga-kejang-bgn-minta-maaf-janji-investigasi,liputan6,2025-09-21 11:09:26+07:00,MBG,1.0,0.062,0.648,0.508,False
"Cegah Keracunan, BGN Latih Ribuan Petugas Penjamah Makanan MBG",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171636/cegah-keracunan-bgn-latih-ribuan-petugas-penjamah-makanan-mbg,okezone,2025-09-22 13:47:00+07:00,MBG,1.0,0.092,0.634,0.508,False
Tiga Jet Tempur MiG-31 Rusia Cueki Sinyal Peringatan Saat Terbang ke Wilayah Udara NATO,,https://www.tribunnews.com/internasional/7731633/tiga-jet-tempur-mig-31-rusia-cueki-sinyal-peringatan-saat-terbang-ke-wilayah-udara-nato,tribunnews,2025-09-21 23:21:00+07:00,suntikan dana rp200 triliun,0.0,0.263,0.715,0.508,False
"2 Pelaku Penusukan Kakak Beradik di Kudus Diringkus di NTB, Motif Diduga Sakit Hati",,https://www.tribunnews.com/regional/7731903/2-pelaku-penusukan-kakak-beradik-di-kudus-diringkus-di-ntb-motif-diduga-sakit-hati,tribunnews,2025-09-22 14:37:00+07:00,makan bergizi gratis,0.0,0.291,0.7,0.508,False
"Akhirnya Bertemu Meiza Aulia di Persidangan, Eza Gionino Menangis: Orang yang Saya Cintai",,https://www.tribunnews.com/seleb/7731910/akhirnya-bertemu-meiza-aulia-di-persidangan-eza-gionino-menangis-orang-yang-saya-cintai,tribunnews,2025-09-22 14:43:00+07:00,makan bergizi gratis,0.0,0.275,0.709,0.508,False
"Hasil Klasemen Super League: Persija Tumbang, Nafas Lega PSM Keluar dari Juru Kunci",,https://www.tribunnews.com/superskor/7731622/hasil-klasemen-super-league-persija-tumbang-nafas-lega-psm-keluar-dari-juru-kunci,tribunnews,2025-09-21 21:02:00+07:00,diskusi banggar dpr,0.0,0.255,0.72,0.508,False
Kunci Jawaban Informatika Kelas 5 Halaman 61 Kurikulum Merdeka Bab 4: Pertanyaan Pemantik,,https://www.tribunnews.com/pendidikan/7731599/kunci-jawaban-informatika-kelas-5-halaman-61-kurikulum-merdeka-bab-4-pertanyaan-pemantik,tribunnews,2025-09-21 19:17:00+07:00,suntikan dana rp200 triliun,0.0,0.259,0.718,0.508,False
"Diguncang Rentetan Gempa, Warga Bogor Mengungsi di Tenda Darurat",Tidak Diketahui,https://www.liputan6.com/news/read/6165083/diguncang-rentetan-gempa-warga-bogor-mengungsi-di-tenda-darurat,liputan6,2025-09-22 00:09:14+07:00,diskusi banggar dpr,0.0,0.289,0.701,0.507,False
"Ketidakpastian Global Mereda, Purbaya: Kemarin Takut, Sekarang Harusnya Berani",Tidak Diketahui,https://economy.okezone.com/read/2025/09/22/320/3171655/ketidakpastian-global-mereda-purbaya-kemarin-takut-sekarang-harusnya-berani,okezone,2025-09-22 14:52:00+07:00,suntikan dana rp200 triliun,0.0,0.267,0.711,0.507,False
Perludem: KPU Dalang Utama yang Sebabkan 211 Anggota DPR RI Tidak Cantumkan Riwayat Pendidikan,,https://www.tribunnews.com/nasional/7731611/perludem-kpu-dalang-utama-yang-sebabkan-211-anggota-dpr-ri-tidak-cantumkan-riwayat-pendidikan,tribunnews,2025-09-21 20:20:00+07:00,suntikan dana rp200 triliun,0.0,0.281,0.705,0.507,False
Median Rilis Hasil Survei Terbaru Persepsi Publik terhadap Demo Agustus-September 2025,,https://www.tribunnews.com/nasional/7731932/median-rilis-hasil-survei-terbaru-persepsi-publik-terhadap-demo-agustus-september-2025,tribunnews,2025-09-22 15:12:00+07:00,diskusi banggar dpr,0.0,0.248,0.721,0.507,False
Gempa Hari Ini Saat Akhir Pekan Minggu 21 September 2025: Enam Kali Getarkan Indonesia,Tidak Diketahui,https://www.liputan6.com/news/read/6165012/gempa-hari-ini-saat-akhir-pekan-minggu-21-september-2025-enam-kali-getarkan-indonesia,liputan6,2025-09-21 20:35:16+07:00,makan bergizi gratis,0.0,0.283,0.702,0.506,False
"Harga Emas Antam Hari Ini 22 September 2025 Lebih Mahal Rp 1.000, Cek di Sini",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165167/harga-emas-antam-hari-ini-22-september-2025-lebih-mahal-rp-1000-cek-di-sini,liputan6,2025-09-22 08:51:39+07:00,suntikan dana rp200 triliun,0.0,0.269,0.709,0.506,False
Anyaman Kebumen Go International! Taklukkan Amerika - EropaResearch4 menit yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/research/20250918165138-128-668258/anyaman-kebumen-go-international-taklukkan-amerika--eropa,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.212,0.734,0.504,False
"Hati-hati Jika WhatsApp Mendadak Begini, Kenali Ciri Disadap dari JauhTech19 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922130811-37-669069/hati-hati-jika-whatsapp-mendadak-begini-kenali-ciri-disadap-dari-jauh,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.202,0.74,0.504,False
2 Kakek yang Cabuli 2 Bocah di Bogor Terancam Penjara 15 Tahun,Tidak Diketahui,https://news.detik.com/berita/d-8123271/2-kakek-yang-cabuli-2-bocah-di-bogor-terancam-penjara-15-tahun,detik,2025-09-21 00:00:00+07:00,makan bergizi gratis,0.0,0.244,0.718,0.504,False
"Polisi Setop Penggunaan Sirine Pengawalan Pejabat, DPR: Harusnya Dikecilkan Saja dan Wajib...",Tidak Diketahui,https://www.liputan6.com/news/read/6164845/polisi-setop-penggunaan-sirine-pengawalan-pejabat-dpr-harusnya-dikecilkan-saja-dan-wajib-santun-berkendara,liputan6,2025-09-21 15:00:07+07:00,suntikan dana rp200 triliun,0.0,0.217,0.732,0.504,False
"Rupiah Ambruk 3 Hari, Pengamat Soroti Dinamika Politik Dalam Negeri",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165299/rupiah-ambruk-3-hari-pengamat-soroti-dinamika-politik-dalam-negeri,liputan6,2025-09-22 11:10:08+07:00,suntikan dana rp200 triliun,0.0,0.277,0.703,0.504,False
Harga Emas Pegadaian Hari Ini Minggu 21 September 2025: Antam hingga UBS Kompak Meroket,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164651/harga-emas-pegadaian-hari-ini-minggu-21-september-2025-antam-hingga-ubs-kompak-meroket,liputan6,2025-09-21 09:00:23+07:00,diskusi banggar dpr,0.0,0.226,0.727,0.504,False
"Bupati Bandung Barat Batalkan Kenaikan Tunjangan Anggota DPRD, Prioritaskan Anggaran Masyarakat",,https://www.tribunnews.com/regional/7731592/bupati-bandung-barat-batalkan-kenaikan-tunjangan-anggota-dprd-prioritaskan-anggaran-masyarakat,tribunnews,2025-09-21 18:32:00+07:00,makan bergizi gratis,0.0,0.209,0.736,0.504,False
"Ada Gerakan 'Stop Tot Tot Wuk Wuk', Panglima TNI Ngaku juga Terganggu Suara Sirene dan Strobo",,https://www.tribunnews.com/nasional/7731579/ada-gerakan-stop-tot-tot-wuk-wuk-panglima-tni-ngaku-juga-terganggu-suara-sirene-dan-strobo,tribunnews,2025-09-21 17:34:00+07:00,diskusi banggar dpr,0.0,0.25,0.714,0.504,False
"Belanja Pemda Seret, Uangnya 'Ngendap' di Bank hingga Rp233 TNews45 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922150616-4-669145/belanja-pemda-seret-uangnya-ngendap-di-bank-hingga-rp233-t,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.255,0.711,0.503,False
Blak-blakan Kapolri Ungkap Alasan Bentuk Tim Reformasi Polri,Tidak Diketahui,https://www.liputan6.com/news/read/6165386/blak-blakan-kapolri-ungkap-alasan-bentuk-tim-reformasi-polri,liputan6,2025-09-22 12:23:53+07:00,makan bergizi gratis,0.0,0.325,0.676,0.503,False
"Titik Demo Hari Ini Senin 22 September 2025 di Jakarta, Dikawal 5.367 Personel Gabungan",Tidak Diketahui,https://www.liputan6.com/news/read/6165241/titik-demo-hari-ini-senin-22-september-2025-di-jakarta-dikawal-5367-personel-gabungan,liputan6,2025-09-22 10:15:02+07:00,suntikan dana rp200 triliun,0.0,0.193,0.741,0.503,False
Tim LNHAM Petakan 7 Ruang Lingkup Investigasi dalam Tragedi Kerusuhan Agustus-September 20...,Tidak Diketahui,https://www.liputan6.com/news/read/6164987/tim-lnham-petakan-7-ruang-lingkup-investigasi-dalam-tragedi-kerusuhan-agustus-september-2025,liputan6,2025-09-21 19:23:46+07:00,suntikan dana rp200 triliun,0.0,0.25,0.713,0.503,False
"DPW PPP Lampung Gelar Mukerwil, 14 DPC Deklarasi Dukung Agus Suparmanto Jadi Ketum",Tidak Diketahui,https://www.liputan6.com/news/read/6165196/dpw-ppp-lampung-gelar-mukerwil-14-dpc-deklarasi-dukung-agus-suparmanto-jadi-ketum,liputan6,2025-09-21 18:08:58+07:00,diskusi banggar dpr,0.0,0.238,0.719,0.503,False
Jawaban Nyeleneh Menkeu Purbaya Soal Gaji Pejabat Naik,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164973/jawaban-nyeleneh-menkeu-purbaya-soal-gaji-pejabat-naik,liputan6,2025-09-21 19:15:34+07:00,makan bergizi gratis,0.0,0.297,0.689,0.503,False
"Purbaya: Tak Ada Manipulasi Data Pertumbuhan Ekonomi RI 5,12% di Q2News1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922142454-4-669123/purbaya-tak-ada-manipulasi-data-pertumbuhan-ekonomi-ri-512-di-q2,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.283,0.696,0.502,False
21 September Diperingati sebagai Hari Apa? Simak Selengkapnya!,Tidak Diketahui,https://www.liputan6.com/news/read/6165044/21-september-diperingati-sebagai-hari-apa-simak-selengkapnya,liputan6,2025-09-21 06:30:08+07:00,makan bergizi gratis,0.0,0.244,0.715,0.502,False
Ekonomi Kreatif Jadi Mesin Baru Pertumbuhan Ekonomi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164809/ekonomi-kreatif-jadi-mesin-baru-pertumbuhan-ekonomi,liputan6,2025-09-21 13:30:46+07:00,diskusi banggar dpr,0.0,0.314,0.68,0.502,False
"Viral Pria bak Bang Jago Pamer Senpi di Tangerang, Ternyata Pistol Mainan",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/338/3171627/viral-pria-bak-bang-jago-pamer-senpi-di-tangerang-ternyata-pistol-mainan,okezone,2025-09-22 13:16:00+07:00,diskusi banggar dpr,0.0,0.261,0.706,0.502,False
"30 Kali Gempa Swarm Goyang Bogor dan Sukabumi, Diduga Akibat Sesar Misterius",,https://www.tribunnews.com/nasional/7731605/30-kali-gempa-swarm-goyang-bogor-dan-sukabumi-diduga-akibat-sesar-misterius,tribunnews,2025-09-21 20:00:00+07:00,suntikan dana rp200 triliun,0.0,0.252,0.71,0.502,False
Putri Sulung Mendiang Mpok Alpa Jadi Saksi di Sidang Perwalian Anak,,https://www.tribunnews.com/seleb/7731952/putri-sulung-mendiang-mpok-alpa-jadi-saksi-di-sidang-perwalian-anak,tribunnews,2025-09-22 15:36:00+07:00,diskusi banggar dpr,0.0,0.256,0.71,0.502,False
"Ayah Rindu Mau Bertemu Anak yang Tinggal Bareng Mantan Istri, saat Datang Ternyata Sudah T...",Tidak Diketahui,https://www.liputan6.com/news/read/6165507/ayah-rindu-mau-bertemu-anak-yang-tinggal-bareng-mantan-istri-saat-datang-ternyata-sudah-tak-bernyawa,liputan6,2025-09-22 14:37:28+07:00,diskusi banggar dpr,0.0,0.232,0.719,0.501,False
"Panglima TNI Akui Jarang Pakai Strobo Saat di Jalan: Ganggu, Saya Ingin Nyaman",Tidak Diketahui,https://www.liputan6.com/news/read/6164903/panglima-tni-akui-jarang-pakai-strobo-saat-di-jalan-ganggu-saya-ingin-nyaman,liputan6,2025-09-21 16:05:36+07:00,diskusi banggar dpr,0.0,0.186,0.742,0.501,False
Anggota DPR Pertanyakan Kabar Garuda Indonesia Rekrut Direktur Keuangan dari Singapore Air...,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165505/anggota-dpr-pertanyakan-kabar-garuda-indonesia-rekrut-direktur-keuangan-dari-singapore-airlines,liputan6,2025-09-22 15:45:18+07:00,makan bergizi gratis,0.0,0.212,0.729,0.501,False
"IAGI: Gag Nikel Raja Ampat Beroperasi Lagi, Cadangannya Sumbang Hilirisasi",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165503/iagi-gag-nikel-raja-ampat-beroperasi-lagi-cadangannya-sumbang-hilirisasi,liputan6,2025-09-22 15:30:08+07:00,diskusi banggar dpr,0.0,0.237,0.716,0.501,False
Waspada! Pelemahan Rupiah Menuju Level 16.900 per Dolar AS,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165399/waspada-pelemahan-rupiah-menuju-level-16900-per-dolar-as,liputan6,2025-09-22 13:30:11+07:00,diskusi banggar dpr,0.0,0.234,0.717,0.501,False
Kunci Jawaban Informatika Kelas 5 Halaman 68 69 Kurikulum Merdeka Bab 4: Ayo Berlatih 4.2,,https://www.tribunnews.com/pendidikan/7731909/kunci-jawaban-informatika-kelas-5-halaman-68-69-kurikulum-merdeka-bab-4-ayo-berlatih-42,tribunnews,2025-09-22 14:43:00+07:00,suntikan dana rp200 triliun,0.0,0.241,0.715,0.501,False
10 Negara yang Warganya Pakai Cincin Kawin di Tangan Kanan: Pasangan India Menganut Tradisi,,https://www.tribunnews.com/internasional/7731610/10-negara-yang-warganya-pakai-cincin-kawin-di-tangan-kanan-pasangan-india-menganut-tradisi,tribunnews,2025-09-21 20:17:00+07:00,suntikan dana rp200 triliun,0.0,0.271,0.699,0.501,False
Kondisi Jasad Bocah 8 Tahun Tewas di Kos Jakut: Tanpa Busana-Membusuk,Tidak Diketahui,https://news.detik.com/berita/d-8124435/kondisi-jasad-bocah-8-tahun-tewas-di-kos-jakut-tanpa-busana-membusuk,detik,2055-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.227,0.72,0.5,False
"Meski Sudah Damai, Anggota TNI Pukul Pengemudi Ojol di Pontianak Tetap Diproses Hukum",Tidak Diketahui,https://www.liputan6.com/news/read/6165358/meski-sudah-damai-anggota-tni-pukul-pengemudi-ojol-di-pontianak-tetap-diproses-hukum,liputan6,2025-09-22 12:02:53+07:00,suntikan dana rp200 triliun,0.0,0.25,0.709,0.5,False
Mendagri Tito Karnavian Ingatkan Pemda Jaga Kamtibmas dan Susun Strategi Tingkatkan Pertum...,Tidak Diketahui,https://www.liputan6.com/news/read/6164969/mendagri-tito-karnavian-ingatkan-pemda-jaga-kamtibmas-dan-susun-strategi-tingkatkan-pertumbuhan-ekonomi,liputan6,2025-09-21 18:55:18+07:00,makan bergizi gratis,0.0,0.23,0.718,0.5,False
Sinergi Ekraf–Peruri: Dorong Lapangan Kerja dan Digitalisasi Industri Kreatif Indonesia,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164988/sinergi-ekrafperuri-dorong-lapangan-kerja-dan-digitalisasi-industri-kreatif-indonesia,liputan6,2025-09-21 19:45:37+07:00,suntikan dana rp200 triliun,0.0,0.281,0.693,0.5,False
"Pertahanan Borussia Monchengladbach bak Tembok saat Lawan Bayer Leverkusen, Kevin Diks Cs Dapat Pujian",Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/51/3171653/pertahanan-borussia-monchengladbach-bak-tembok-saat-lawan-bayer-leverkusen-kevin-diks-cs-dapat-pujian,okezone,2025-09-22 14:46:00+07:00,makan bergizi gratis,0.0,0.197,0.734,0.5,False
"Kevin Diks Bangga Borussia Monchengladbach Imbangi Bayer Leverkusen di Kandang Lawan, Singgung soal Karakter",Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/51/3171629/kevin-diks-bangga-borussia-monchengladbach-imbangi-bayer-leverkusen-di-kandang-lawan-singgung-soal-karakter,okezone,2025-09-22 13:24:00+07:00,diskusi banggar dpr,0.0,0.22,0.724,0.5,False
"Kabar Terbaru Turis Kanada Jadi Korban Tindak Asusila di Bali, Pelaku Diserahkan ke Kejaksaan",,https://www.tribunnews.com/regional/7731915/kabar-terbaru-turis-kanada-jadi-korban-tindak-asusila-di-bali-pelaku-diserahkan-ke-kejaksaan,tribunnews,2025-09-22 14:49:00+07:00,diskusi banggar dpr,0.0,0.232,0.718,0.5,False
Presiden Mahasiswa UIN Makassar Desak Menko Polkam Usut Dugaan TPPO Magang ke Jerman,,https://www.tribunnews.com/nasional/7731581/presiden-mahasiswa-uin-makassar-desak-menko-polkam-usut-dugaan-tppo-magang-ke-jerman,tribunnews,2025-09-21 17:40:00+07:00,suntikan dana rp200 triliun,0.0,0.216,0.725,0.5,False
"Undang Prabowo, Serikat Buruh Gelar Apel Besar-besaran di Bekasi Bulan Depan",Tidak Diketahui,https://news.detik.com/berita/d-8124498/undang-prabowo-serikat-buruh-gelar-apel-besar-besaran-di-bekasi-bulan-depan,detik,2037-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.253,0.705,0.499,False
"Waspada Penipuan Lewat Hoaks Berkedok Cek Status Penerima Bantuan, Berikut Daftarnya",Tidak Diketahui,https://www.liputan6.com/cek-fakta/read/6165132/waspada-penipuan-lewat-hoaks-berkedok-cek-status-penerima-bantuan-berikut-daftarnya,liputan6,2025-09-22 07:30:59+07:00,diskusi banggar dpr,0.0,0.272,0.696,0.499,False
"PDIP Resmi Pecat Anggota DPRD Gorontalo Viral Mau Rampok Uang Negara Wahyudin Moridu, Siap...",Tidak Diketahui,https://www.liputan6.com/news/read/6165116/pdip-resmi-pecat-anggota-dprd-gorontalo-viral-mau-rampok-uang-negara-wahyudin-moridu-siapkan-paw,liputan6,2025-09-22 07:30:00+07:00,diskusi banggar dpr,0.0,0.25,0.706,0.499,False
Jadwal MotoGP Jepang 2025 Akhir Pekan Ini: Menanti Comeback Manis Marc Marquez di Motegi,,https://www.tribunnews.com/sport/7731943/jadwal-motogp-jepang-2025-akhir-pekan-ini-menanti-comeback-manis-marc-marquez-di-motegi,tribunnews,2025-09-22 15:25:00+07:00,makan bergizi gratis,0.0,0.222,0.72,0.499,False
Isi Perpres Soal IKN Jadi Ibu Kota Politik Mulai 2028: Prabowo Tetapkan Target Penting,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165385/isi-perpres-soal-ikn-jadi-ibu-kota-politik-mulai-2028-prabowo-tetapkan-target-penting,liputan6,2025-09-22 12:45:07+07:00,suntikan dana rp200 triliun,0.0,0.195,0.732,0.498,False
Adu Harga Emas 24 Karat di Semar Nusantara dan Pegadaian Hari Ini 21 September 2025,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164838/adu-harga-emas-24-karat-di-semar-nusantara-dan-pegadaian-hari-ini-21-september-2025,liputan6,2025-09-21 14:30:46+07:00,suntikan dana rp200 triliun,0.0,0.273,0.694,0.498,False
"Identitas Bocah Perempuan  yang Tewas Bersimbah Darah di Kosan Penjaringan, Diduga Dibunuh!",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/338/3171646/identitas-bocah-perempuan-nbsp-yang-tewas-bersimbah-darah-di-kosan-penjaringan-diduga-dibunuh,okezone,2025-09-22 14:10:00+07:00,diskusi banggar dpr,0.0,0.218,0.722,0.498,False
"Pengendara Rela Tunggu Pasokan Bensin di SPBU Swasta, Yudi: Kalau Kepepet ya Terpaksa ke Pertamina",,https://www.tribunnews.com/metropolitan/7731623/pengendara-rela-tunggu-pasokan-bensin-di-spbu-swasta-yudi-kalau-kepepet-ya-terpaksa-ke-pertamina,tribunnews,2025-09-21 21:16:00+07:00,suntikan dana rp200 triliun,0.0,0.24,0.709,0.498,False
"Mediasi Eza Gionino-Meiza Aulia Dinyatakan Berhasil Sebagian, Bagaimana Kelanjutan Gugatan Cerai?",,https://www.tribunnews.com/seleb/7731931/mediasi-eza-gionino-meiza-aulia-dinyatakan-berhasil-sebagian-bagaimana-kelanjutan-gugatan-cerai,tribunnews,2025-09-22 15:12:00+07:00,makan bergizi gratis,0.0,0.291,0.684,0.498,False
Kunci Jawaban PAI Kelas 6 Kurikulum Merdeka Aktivitas Kelompok Halaman 93 Bab 5,,https://www.tribunnews.com/pendidikan/7731921/kunci-jawaban-pai-kelas-6-kurikulum-merdeka-aktivitas-kelompok-halaman-93-bab-5,tribunnews,2025-09-22 15:03:00+07:00,suntikan dana rp200 triliun,0.0,0.226,0.717,0.498,False
"3 Kemenangan Beruntun Serie A, AC Milan Melaju Mulus dengan Allegri",,https://www.tribunnews.com/superskor/7731617/3-kemenangan-beruntun-serie-a-ac-milan-melaju-mulus-dengan-allegri,tribunnews,2025-09-21 20:35:00+07:00,makan bergizi gratis,0.0,0.253,0.704,0.498,False
"Ada Demo Buruh di DPR, Ini Cara Polisi Antisipasi Agar Tak Disusupi Perusuh",,https://www.tribunnews.com/nasional/7731949/ada-demo-buruh-di-dpr-ini-cara-polisi-antisipasi-agar-tak-disusupi-perusuh,tribunnews,2025-09-22 15:29:00+07:00,diskusi banggar dpr,0.0,0.17,0.745,0.498,False
"Lewat Klinik dan Perpustakaan Terapung, Wujud Kepedulian Polda NTB untuk Warga Sekotong Barat",,https://www.tribunnews.com/nasional/7731575/lewat-klinik-dan-perpustakaan-terapung-wujud-kepedulian-polda-ntb-untuk-warga-sekotong-barat,tribunnews,2025-09-21 17:24:00+07:00,suntikan dana rp200 triliun,0.0,0.25,0.705,0.498,False
Membaca Makna di Balik Prabowo Tetapkan IKN Jadi Ibu Kota Politik,Tidak Diketahui,https://www.liputan6.com/news/read/6165465/membaca-makna-di-balik-prabowo-tetapkan-ikn-jadi-ibu-kota-politik,liputan6,2025-09-22 13:58:32+07:00,suntikan dana rp200 triliun,0.0,0.261,0.698,0.497,False
"Suara Serak Bisa Jadi Gejala Kanker Pita Suara, Dokter Minta Jangan Sepelekan",,https://www.tribunnews.com/kesehatan/7731634/suara-serak-bisa-jadi-gejala-kanker-pita-suara-dokter-minta-jangan-sepelekan,tribunnews,2025-09-21 23:37:00+07:00,makan bergizi gratis,0.0,0.289,0.685,0.497,False
Jadwal MPL ID S16 Week 6: Ujian Berat RRQ Hoshi Lawan ONIC dan Bigetron,,https://www.tribunnews.com/e-sport/7731925/jadwal-mpl-id-s16-week-6-ujian-berat-rrq-hoshi-lawan-onic-dan-bigetron,tribunnews,2025-09-22 15:05:00+07:00,suntikan dana rp200 triliun,0.0,0.245,0.706,0.497,False
"Hati-Hati saat Menikmati Singkong Rebus, Jangan Dicampur 3 Makanan iniLifestyle1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/lifestyle/20250922103819-33-668996/hati-hati-saat-menikmati-singkong-rebus-jangan-dicampur-3-makanan-ini,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.248,0.703,0.496,False
"Kasus Keracunan Meningkat, KPAI Usul Program MBG Disetop Sementara dan Dievaluasi Menyelur...",Tidak Diketahui,https://www.liputan6.com/news/read/6164803/kasus-keracunan-meningkat-kpai-usul-program-mbg-disetop-sementara-dan-dievaluasi-menyeluruh,liputan6,2025-09-21 12:58:34+07:00,MBG,1.0,0.062,0.628,0.496,False
Ekonom Usulkan Opsi Ini Ketimbang Tax Amnesty Lagi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165137/ekonom-usulkan-opsi-ini-ketimbang-tax-amnesty-lagi,liputan6,2025-09-22 08:30:19+07:00,makan bergizi gratis,0.0,0.286,0.684,0.496,False
"Prakiraan Cuaca Banjarmasin Selasa, 23 September 2025 Besok: Siang hingga Malam Cenderung Cerah",,https://www.tribunnews.com/regional/7731913/prakiraan-cuaca-banjarmasin-selasa-23-september-2025-besok-siang-hingga-malam-cenderung-cerah,tribunnews,2025-09-22 14:49:00+07:00,suntikan dana rp200 triliun,0.0,0.262,0.695,0.496,False
Pemerintah Perkuat Tata Kelola Ibadah Haji dan Umrah Lewat Digitalisasi,,https://www.tribunnews.com/haji/7731933/pemerintah-perkuat-tata-kelola-ibadah-haji-dan-umrah-lewat-digitalisasi,tribunnews,2025-09-22 15:13:00+07:00,suntikan dana rp200 triliun,0.0,0.286,0.683,0.496,False
"Truk Derek Jasa Marga Ditabrak 2 Bus di Tol Cipularang dari Arah Berbeda, Pengemudi Luka Berat",,https://www.tribunnews.com/regional/7731593/truk-derek-jasa-marga-ditabrak-2-bus-di-tol-cipularang-dari-arah-berbeda-pengemudi-luka-berat,tribunnews,2025-09-21 18:45:00+07:00,diskusi banggar dpr,0.0,0.195,0.73,0.496,False
"Ada Cadangan Migas Baru di Ladang Migas Tua Ini, Segini JumlahnyaNews1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922132106-4-669095/ada-cadangan-migas-baru-di-ladang-migas-tua-ini-segini-jumlahnya,cnbc,2025-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.194,0.727,0.495,False
Saat Bunyi Sirene ‘Tot Tot Wuk Wuk’ Polisi Tak Lagi Nyaring,Tidak Diketahui,https://www.liputan6.com/news/read/6164486/saat-bunyi-sirene-tot-tot-wuk-wuk-polisi-tak-lagi-nyaring,liputan6,2025-09-21 07:09:07+07:00,suntikan dana rp200 triliun,0.0,0.256,0.697,0.495,False
"Menkeu Purbaya Target Ekonomi Tumbuh Agresif, Hulu Migas Bisa Jadi Motor",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165221/menkeu-purbaya-target-ekonomi-tumbuh-agresif-hulu-migas-bisa-jadi-motor,liputan6,2025-09-22 10:00:06+07:00,diskusi banggar dpr,0.0,0.198,0.727,0.495,False
Daftar Bank Digital Paling Aman untuk Transaksi Harian,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164647/daftar-bank-digital-paling-aman-untuk-transaksi-harian,liputan6,2025-09-21 10:00:42+07:00,suntikan dana rp200 triliun,0.0,0.247,0.701,0.495,False
"Marak Penjiplakan dan Pemalsuan Produk, Ini Kiat untuk Pelaku Biar Tak Dirugikan",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164588/marak-penjiplakan-dan-pemalsuan-produk-ini-kiat-untuk-pelaku-biar-tak-dirugikan,liputan6,2025-09-21 05:00:54+07:00,suntikan dana rp200 triliun,0.0,0.28,0.685,0.495,False
"Prakiraan Cuaca Semarang, Selasa 23 September 2025: Cerah",,https://www.tribunnews.com/regional/7731906/prakiraan-cuaca-semarang-selasa-23-september-2025-cerah,tribunnews,2025-09-22 14:42:00+07:00,suntikan dana rp200 triliun,0.0,0.31,0.67,0.495,False
"Minggu Ceria Gus Ipul Bersama Orang Tua dan Siswa SRMA 13 Bekasi, Pantau Perkembangan Sekolah Rakyat",,https://www.tribunnews.com/kilas-kementerian/7731609/minggu-ceria-gus-ipul-bersama-orang-tua-dan-siswa-srma-13-bekasi-pantau-perkembangan-sekolah-rakyat,tribunnews,2025-09-21 20:16:00+07:00,suntikan dana rp200 triliun,0.0,0.205,0.722,0.495,False
DPR Minta Garuda Perbaiki Kinerja dan Bisa Bagi DividenMarket1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922143012-17-669120/dpr-minta-garuda-perbaiki-kinerja-dan-bisa-bagi-dividen,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.272,0.688,0.494,False
